data_id,Building_name,config_type,Selling_price,Monthly_Rent,lat,longt,platform,city,listing_date,txn_type,property_type,locality,sqft,Status,listing_by,name_lister,Details,address,price_on_req,sublocality,age,google_place_id,immediate_possession,mobile_lister,areacode,management_by_landlord,carpet_area,updated_date
2177076,None,2 BHK,"45,000 ",0,19.06826973,72.89733124,makaan,Mumbai,07/29/2016 18:30:00, rent ,Residential,Tilak Nagar,,Furnished,AGENT,Harish Real Estate Agency ,None,None,false,None,None,None,,02261734034,None,None,None,07/29/2016 18:30:00
2028414,None,2 BHK,"47,000 ",0,19.18201256,72.83887482,makaan,Mumbai,06/02/2016 18:30:00, rent ,Residential,Malad West,,Furnished,AGENT,Property Klassic associstes ,None,None,false,None,None,None,,02239676336,None,None,None,06/02/2016 18:30:00
2178240,Omkar Alta Monte,2 BHK,"35,000 ",0,19.18372345,72.86148071,makaan,Mumbai,07/27/2016 18:30:00, rent ,Residential,Malad East,,Semi-Furnished,AGENT,Desire Homes ,None,None,false,None,None,None,,02239683822,None,None,None,07/27/2016 18:30:00
2179411,Atul Projects Trans Residency,2 BHK,"37,000 ",0,19.12540436,72.86804962,makaan,Mumbai,07/29/2016 18:30:00, rent ,Residential,Andheri East,,Furnished,AGENT,yug properties ,None,None,false,None,None,None,,02261734173,None,None,None,07/29/2016 18:30:00
2180134,Raheja Universal Reflections Eternity,3 BHK,"45,000 ",0,19.21487808,72.87368774,makaan,Mumbai,07/29/2016 18:30:00, rent ,Residential,Kandivali East,,Unfurnished,AGENT,The Great Royal Estate Agency ,None,None,false,None,None,None,,02261734168,None,None,None,07/29/2016 18:30:00
2162826,SMC Kala Niketan,2 BHK,19800000.0,0,19.12963295,72.84462738,makaan,Mumbai,07/21/2016 18:30:00, sale ,Residential,Andheri West,,Under Construction,BUILDER,SMC ,None,None,false,None,None,None,,08033512104,None,None,None,07/21/2016 18:30:00
2176278,Omkar Ananta,2 BHK,15200000.0,0,19.16861153,72.87896729,makaan,Mumbai,07/29/2016 18:30:00, sale ,Residential,Goregaon East,,Under Construction,AGENT,A1 Properties ,None,None,false,None,None,None,,02233715707,None,None,None,07/29/2016 18:30:00
2175484,Runwal My City,4 BHK,10500000.0,0,19.18391991,73.08629608,makaan,Mumbai,07/29/2016 18:30:00, sale ,Residential,Dombivali,,Under Construction,AGENT,Home Store Realty ,None,None,false,None,None,None,,02239683594,None,None,None,07/29/2016 18:30:00
2174954,None,1 BHK,"45,000 ",0,19.02373695,72.8378067,makaan,Mumbai,07/26/2016 18:30:00, rent ,Residential,Dadar West,,Furnished,AGENT,Ananya Real Estate ,None,None,false,None,None,None,,02261734010,None,None,None,07/26/2016 18:30:00
2031301,None,3 BHK,"48,000 ",0,19.0301609,73.03504181,makaan,Mumbai,06/06/2016 18:30:00, rent ,Residential,Belapur,,Semi-Furnished,AGENT,Whatshubb Real Estate and Financial Consultant ,None,None,false,None,None,None,,02233715860,None,None,None,06/06/2016 18:30:00
2176511,Sheth Creators Vasant Oasis,1 BHK,7168000.0,0,19.11462021,72.88380432,makaan,Mumbai,07/28/2016 18:30:00, sale ,Residential,Andheri East,,Under Construction,AGENT,Square Yards ,None,None,false,None,None,None,,02239609294,None,None,None,07/28/2016 18:30:00
1447181,None,2 BHK,14400000.0,0,19.22671509,72.8644104,makaan,Mumbai,04/24/2016 18:30:00, sale ,Residential,Borivali East,,Under Construction,AGENT,PANKAJ SONI ,None,None,false,None,None,None,,02233715539,None,None,None,04/24/2016 18:30:00
2151045,None,2 BHK,"40,000 ",0,19.06826973,72.89733124,makaan,Mumbai,07/18/2016 18:30:00, rent ,Residential,Tilak Nagar,,Furnished,AGENT,Rajesh Real Estate Agancy ,None,None,false,None,None,None,,02233951793,None,None,None,07/18/2016 18:30:00
2153758,None,2 BHK,5700000.0,0,18.97306824,73.10970306,makaan,Mumbai,07/24/2016 18:30:00, sale ,Residential,Karanjade,,Under Construction,AGENT,Propworld Realtors ,None,None,false,None,None,None,,02233747389,None,None,None,07/24/2016 18:30:00
2175816,None,2 BHK,7410000.0,0,18.97314835,73.10978699,makaan,Mumbai,07/28/2016 18:30:00, sale ,Residential,karanjade,,Under Construction,AGENT,Today Home ,None,None,false,None,None,None,,02239479207,None,None,None,07/28/2016 18:30:00
1427629,None,3 BHK,16100000.0,0,19.05177116,73.07274628,makaan,Mumbai,04/20/2016 18:30:00, sale ,Residential,Kharghar,,Under Construction,AGENT,NAVI MUMBAI GOOD WILL REALTY SERVICES PVT LTD ,None,None,false,None,None,None,,02233951792,None,None,None,04/20/2016 18:30:00
2162727,Kalpataru Towers,3 BHK,"38,000 ",0,19.20370293,72.85730743,makaan,Mumbai,07/24/2016 18:30:00, rent ,Residential,Kandivali East,,Semi-Furnished,AGENT,western realty ,None,None,false,None,None,None,,02239683564,None,None,None,07/24/2016 18:30:00
2170565,None,2 BHK,15000000.0,0,19.04153442,72.89952087,makaan,Mumbai,07/26/2016 18:30:00, sale ,Residential,Chembur,,Ready to move,AGENT,Realta Spaces ,None,None,false,None,10 years,None,,02239676242,None,None,None,07/26/2016 18:30:00
734168,None,None,None,05/04/2016 18:30:00
2145423,None,2 BHK,"21,000 ",0,19.10230637,73.00904083,makaan,Mumbai,07/17/2016 18:30:00, rent ,Residential,Koperkhairane,,Unfurnished,AGENT,9to9 properties ,None,None,false,None,None,None,,02261734778,None,None,None,07/17/2016 18:30:00
